x
Poisson lognormal,1,30,0.1,2.2,10,0,0
Poisson lognormal,1,30,2.3,0.7,10,1,1
Poisson lognormal,1,100,-3,3,10,1,1
Poisson lognormal,1,100,0.1,2.2,10,1,1
Poisson lognormal,1,100,2.3,0.7,10,0,0
Poisson lognormal,1,1000,-3,3,10,0,0
Poisson lognormal,1,1000,0.1,2.2,10,0,1
Poisson lognormal,1,1000,2.3,0.7,10,1,1
Poisson lognormal,2,30,-3,3,10,0,0
Poisson lognormal,2,30,0.1,2.2,10,1,1
Poisson lognormal,2,30,2.3,0.7,10,1,1
Poisson lognormal,2,100,-3,3,10,1,1
Poisson lognormal,2,100,0.1,2.2,10,1,1
Poisson lognormal,2,100,2.3,0.7,10,1,1
Poisson lognormal,2,1000,-3,3,10,0,0
Poisson lognormal,2,1000,0.1,2.2,10,1,1
Poisson lognormal,2,1000,2.3,0.7,10,1,1
Poisson lognormal,3,30,-3,3,10,1,1
Poisson lognormal,3,30,0.1,2.2,10,1,1
Poisson lognormal,3,30,2.3,0.7,10,1,1
Poisson lognormal,3,100,-3,3,10,0,NaN
Poisson lognormal,3,100,0.1,2.2,10,1,1
Poisson lognormal,3,100,2.3,0.7,10,1,1
Poisson lognormal,3,1000,-3,3,10,0,1
Poisson lognormal,3,1000,0.1,2.2,10,0,0
Poisson lognormal,3,1000,2.3,0.7,10,1,1
Poisson lognormal,5,30,-3,3,10,1,0
Poisson lognormal,5,30,0.1,2.2,10,1,1
Poisson lognormal,5,30,2.3,0.7,10,0,0
Poisson lognormal,5,100,-3,3,10,0,0
Poisson lognormal,5,100,0.1,2.2,10,1,1
Poisson lognormal,5,100,2.3,0.7,10,0,1
Poisson lognormal,5,1000,-3,3,10,0,1
Poisson lognormal,5,1000,0.1,2.2,10,0,1
Poisson lognormal,5,1000,2.3,0.7,10,1,1
Poisson inverse Gaussian,1,30,-3,3,10,1,1
Poisson inverse Gaussian,1,30,0.1,2.2,10,0,0
Poisson inverse Gaussian,1,30,2.3,0.7,10,1,1
Poisson inverse Gaussian,1,100,-3,3,10,1,1
Poisson inverse Gaussian,1,100,0.1,2.2,10,1,1
Poisson inverse Gaussian,1,100,2.3,0.7,10,0,0
Poisson inverse Gaussian,1,1000,-3,3,10,0,0
Poisson inverse Gaussian,1,1000,0.1,2.2,10,0,1
Poisson inverse Gaussian,1,1000,2.3,0.7,10,1,1
Poisson inverse Gaussian,2,30,-3,3,10,0,1
Poisson inverse Gaussian,2,30,0.1,2.2,10,1,1
Poisson inverse Gaussian,2,30,2.3,0.7,10,1,1
Poisson inverse Gaussian,2,100,-3,3,10,0,1
Poisson inverse Gaussian,2,100,0.1,2.2,10,0,0
Poisson inverse Gaussian,2,100,2.3,0.7,10,0,0
Poisson inverse Gaussian,2,1000,-3,3,10,0,1
Poisson inverse Gaussian,2,1000,0.1,2.2,10,0,1
Poisson inverse Gaussian,2,1000,2.3,0.7,10,0,0
Poisson inverse Gaussian,3,30,-3,3,10,0,1
Poisson inverse Gaussian,3,30,0.1,2.2,10,0,1
Poisson inverse Gaussian,3,30,2.3,0.7,10,0,0
Poisson inverse Gaussian,3,100,-3,3,10,0,1
Poisson inverse Gaussian,3,100,0.1,2.2,10,0,0
Poisson inverse Gaussian,3,100,2.3,0.7,10,0,0
Poisson inverse Gaussian,3,1000,-3,3,10,0,1
Poisson inverse Gaussian,3,1000,0.1,2.2,10,0,1
Poisson inverse Gaussian,3,1000,2.3,0.7,10,0,1
Poisson inverse Gaussian,5,30,-3,3,10,0,1
Poisson inverse Gaussian,5,30,0.1,2.2,10,0,0
Poisson inverse Gaussian,5,30,2.3,0.7,10,0,0
Poisson inverse Gaussian,5,100,-3,3,10,0,1
Poisson inverse Gaussian,5,100,0.1,2.2,10,0,0
Poisson inverse Gaussian,5,100,2.3,0.7,10,0,0
Poisson inverse Gaussian,5,1000,-3,3,10,0,1
Poisson inverse Gaussian,5,1000,0.1,2.2,10,0,0
Poisson inverse Gaussian,5,1000,2.3,0.7,10,0,0
