Negbin,1,30,-3,3,10000,0.9196,0.935,0.938584316446912,0.7546,0.6881,0.70471894517696,4.66009127765303,4.9401159149551,4.83845000848681,0,0,0.7118
Negbin,3,30,-3,3,10000,0.9069,0.951,0.925467317537802,0.4001,0.2557,0.486248362900345,7.15137072489309,8.81076674965137,6.24727738101846,0,0,0.1601
Negbin,5,30,-3,3,10000,0.8956,0.9566,0.925005858917272,0.2956,0.1594,0.371806890086712,8.67569325299825,12.0060668791625,7.32937445571391,0,0,0.1466
Negbin,1,30,0.1,2.2,10000,0.9049,0.9035,0.929136081309994,1,1,1,1.15077496074588,1.14395443226845,1.22228909680051,0,0,0.6458
Negbin,3,30,0.1,2.2,10000,0.8955,0.9006,0.880312750601443,0.9818,0.9765,0.993684843624699,1.94912592738562,1.97278880070992,1.76135600871843,0,0,0.0024
Negbin,5,30,0.1,2.2,10000,0.8959,0.9044,0.8795,0.9126,0.8877,0.9727,2.4604017991988,2.53228980419335,2.11339849792958,0,0,0
Negbin,1,30,2.3,0.7,10000,0.9,0.8984,0.927829261443415,0.9942,0.9942,0.991013760179725,0.547870259333963,0.54510663702984,0.57728643507839,0,0,0.6439
Negbin,3,30,2.3,0.7,10000,0.8955,0.8961,0.872810967677374,0.7842,0.7839,0.826278394876414,0.942983426911389,0.940198180752839,0.872711671396825,0,0,0.0007
Negbin,5,30,2.3,0.7,10000,0.8985,0.8997,0.8819,0.5963,0.5926,0.667,1.21267795721677,1.21497861266505,1.0986860095995,0,0,0
Negbin,1,100,-3,3,10000,0.9047,0.9166,0.911537436717293,0.9963,0.9958,0.994937383426592,2.49795691305906,2.55398144470802,2.58175224411021,0,0,0.6247
Negbin,3,100,-3,3,10000,0.8843,0.922,0.907011736382787,0.8295,0.7445,0.934296318587622,4.02965821265556,4.47609627958271,3.49749100276802,0,0,0.0031
Negbin,5,100,-3,3,10000,0.8709,0.9183,0.905649038461538,0.6852,0.5469,0.846053685897436,4.9396179819122,5.81909796127841,4.09136626092146,0,0,0.0016
Negbin,1,100,0.1,2.2,10000,0.9049,0.905,0.924761239226648,1,1,1,0.634536261295074,0.634432074886276,0.660222645459998,0,0,0.5707
Negbin,3,100,0.1,2.2,10000,0.8991,0.903,0.8958,1,1,1,1.08793028629312,1.09980333489382,1.00459508260931,0,0,0
Negbin,5,100,0.1,2.2,10000,0.8984,0.9055,0.8949,0.9996,0.9995,0.9999,1.38819280054096,1.4137838494715,1.19894324583401,0,0,0
Negbin,1,100,2.3,0.7,10000,0.8972,0.8974,0.910458452722063,1,1,1,0.302178076269311,0.302058609061645,0.314375260145967,0,0,0.5812
Negbin,3,100,2.3,0.7,10000,0.9049,0.9048,0.8988,0.9978,0.9978,0.9987,0.523340195981599,0.524119045259239,0.503486051763776,0,0,0
Negbin,5,100,2.3,0.7,10000,0.9072,0.9081,0.9042,0.9634,0.9621,0.9778,0.672285588388717,0.674996925540716,0.630669592800965,0,0,0
Negbin,1,1000,-3,3,10000,0.9015,0.9021,0.901096442157082,1,1,1,0.78135011567449,0.782746622226887,0.794039595051104,0,0,0.5531
Negbin,3,1000,-3,3,10000,0.8925,0.9015,0.9006,1,1,1,1.33189854732163,1.36124877928184,1.09845889494291,0,0,0
Negbin,5,1000,-3,3,10000,0.8894,0.9022,0.9029,1,0.9998,1,1.69689839473217,1.75641038420397,1.27577661206552,0,0,0
Negbin,1,1000,0.1,2.2,10000,0.8995,0.8993,0.905592935239697,1,1,1,0.201018965894489,0.201042620810638,0.2040957187817,0,0,0.5244
Negbin,3,1000,0.1,2.2,10000,0.9015,0.9013,0.898,1,1,1,0.347448689761812,0.347979273058749,0.32205332837634,0,0,0
Negbin,5,1000,0.1,2.2,10000,0.8993,0.9001,0.8981,1,1,1,0.448138146516961,0.449426026066177,0.384411631996654,0,0,0
Negbin,1,1000,2.3,0.7,10000,0.8955,0.8967,0.905579399141631,1,1,1,0.095935751743004,0.095887689544251,0.097337277981896,0,0,0.534
Negbin,3,1000,2.3,0.7,10000,0.8955,0.8956,0.8968,1,1,1,0.166148307269555,0.166202114152223,0.162141627165832,0,0,0
Negbin,5,1000,2.3,0.7,10000,0.9046,0.9048,0.9018,1,1,1,0.214501334714379,0.214571513564261,0.203100455338508,0,0,0
Neyman,1,30,-3,3,10000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Neyman,3,30,-3,3,10000,0.9082,0.9584,0.919965668919644,0.3296,0.1884,0.401995494045703,8.06026487940454,10.3331003379615,7.17631500696488,0,0,0.0679
Neyman,5,30,-3,3,10000,0.9113,0.9772,0.937586097276677,0.1862,0.0687,0.198474091342588,10.881013578111,16.0486399736053,9.69654940492266,0,0,0.0563
Neyman,1,30,0.1,2.2,10000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Neyman,3,30,0.1,2.2,10000,0.8992,0.9011,0.873824294576746,0.9851,0.9839,0.989093456073644,1.99602733664473,2.00401089869488,1.88928151058486,0,0,0.0006
Neyman,5,30,0.1,2.2,10000,0.9008,0.9064,0.8475,0.9011,0.8939,0.9313,2.56779911046723,2.59599716253272,2.48638948347958,0,0,0
Neyman,1,30,2.3,0.7,10000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Neyman,3,30,2.3,0.7,10000,0.9006,0.9003,0.879927956774064,0.7883,0.7894,0.818190914548729,0.951722446673926,0.94792312527995,0.892964770219112,0,0,0.0006
Neyman,5,30,2.3,0.7,10000,0.9005,0.8991,0.8586,0.5973,0.5969,0.647,1.22790323124381,1.22259752091409,1.17469438137005,0,0,0
Neyman,1,100,-3,3,10000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Neyman,3,100,-3,3,10000,0.8991,0.9263,0.9,0.8009,0.7247,0.8835,4.24181115070888,4.65059149315976,3.89808496603905,0,0,0
Neyman,5,100,-3,3,10000,0.9057,0.9455,0.91011123359054,0.5874,0.4279,0.664896282192604,5.61948758255136,6.57219136653368,5.24235010861591,0,0,0.0021
Neyman,1,100,0.1,2.2,10000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Neyman,3,100,0.1,2.2,10000,0.8982,0.9004,0.8768,1,1,1,1.09671445016913,1.10233370681492,1.07206168051722,0,0,0
Neyman,5,100,0.1,2.2,10000,0.8979,0.9005,0.8242,1,1,0.9996,1.41450681958636,1.42462727940585,1.40496067132911,0,0,0
Neyman,1,100,2.3,0.7,10000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Neyman,3,100,2.3,0.7,10000,0.8994,0.8993,0.8893,0.9973,0.9972,0.9976,0.52244518645798,0.522795227678657,0.512623124632989,0,0,0
Neyman,5,100,2.3,0.7,10000,0.8983,0.8989,0.8708,0.9613,0.9611,0.9612,0.674369538173921,0.674735433025222,0.673756014496223,0,0,0
Neyman,1,1000,-3,3,10000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Neyman,3,1000,-3,3,10000,0.9021,0.9079,0.893,1,1,1,1.34816332493883,1.3659983672344,1.22147047382813,0,0,0
Neyman,5,1000,-3,3,10000,0.8975,0.9046,0.8928,1,1,1,1.74355883987573,1.77686043703046,1.60255799635066,0,0,0
Neyman,1,1000,0.1,2.2,10000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Neyman,3,1000,0.1,2.2,10000,0.9071,0.9074,0.845,1,1,1,0.348039199554455,0.348028757863362,0.343623933242808,0,0,0
Neyman,5,1000,0.1,2.2,10000,0.9001,0.9017,0.5908,1,1,1,0.448782296991375,0.449283470382721,0.449392626847702,0,0,0
Neyman,1,1000,2.3,0.7,10000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Neyman,3,1000,2.3,0.7,10000,0.8937,0.8937,0.8917,1,1,1,0.1661852417582,0.16616639429906,0.165601715211105,0,0,0
Neyman,5,1000,2.3,0.7,10000,0.899,0.8994,0.8641,1,1,1,0.214518169455544,0.214480003313107,0.217249185146023,0,0,0
Poisson lognormal,1,30,-3,3,10000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poisson lognormal,3,30,-3,3,10000,0.9101,0.961,0.923365890308039,0.3314,0.1875,0.405388000429323,8.02983607638936,10.2531044134829,7.13441941379571,0,0,0.0683
Poisson lognormal,5,30,-3,3,10000,0.9034,0.9743,0.936440226085102,0.1955,0.0696,0.204436386904127,10.9121165936857,16.1003460106582,9.68480893434701,0,0,0.0623
Poisson lognormal,1,30,0.1,2.2,10000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poisson lognormal,3,30,0.1,2.2,10000,0.8995,0.9022,0.866459937981394,0.985,0.9837,0.990697209162749,1.98696388211841,1.99333419224365,1.88159104313843,0,0,0.0003
Poisson lognormal,5,30,0.1,2.2,10000,0.8987,0.9012,0.8473,0.9028,0.8961,0.9318,2.59145523945029,2.61914728943048,2.50097216884094,0,0,0
Poisson lognormal,1,30,2.3,0.7,10000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poisson lognormal,3,30,2.3,0.7,10000,0.8967,0.8962,0.872436218109055,0.7789,0.7801,0.808804402201101,0.951671659294344,0.947433047312919,0.891775057659902,0,0,0.0005
Poisson lognormal,5,30,2.3,0.7,10000,0.9006,0.8981,0.8616,0.5937,0.5958,0.6361,1.22721000289705,1.22144149175667,1.17596707550108,0,0,0
Poisson lognormal,1,100,-3,3,10000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poisson lognormal,3,100,-3,3,10000,0.8937,0.9223,0.894968490547164,0.8027,0.7252,0.878363509052716,4.25489192620562,4.67471297400863,3.91422529536555,0,0,0.0003
Poisson lognormal,5,100,-3,3,10000,0.9115,0.9493,0.909937888198758,0.5933,0.4354,0.676117010619114,5.62674082300644,6.55043826626636,5.25083802574925,0,0,0.0018
Poisson lognormal,1,100,0.1,2.2,10000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poisson lognormal,3,100,0.1,2.2,10000,0.9015,0.9029,0.8773,1,1,1,1.09518406754665,1.10006649929983,1.07162178978,0,0,0
Poisson lognormal,5,100,0.1,2.2,10000,0.8973,0.8992,0.8275,1,0.9999,0.9997,1.41860844710365,1.42859014812097,1.40764939884114,0,0,0
Poisson lognormal,1,100,2.3,0.7,10000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poisson lognormal,3,100,2.3,0.7,10000,0.9025,0.9017,0.8905,0.9978,0.9974,0.9973,0.523561928235685,0.523728862573448,0.513792835490452,0,0,0
Poisson lognormal,5,100,2.3,0.7,10000,0.9017,0.9021,0.8775,0.962,0.9626,0.9595,0.675267111940367,0.675748249584104,0.674761705974068,0,0,0
Poisson lognormal,1,1000,-3,3,10000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poisson lognormal,3,1000,-3,3,10000,0.9006,0.9048,0.8881,1,1,1,1.34902453371972,1.36587761055673,1.22208229607566,0,0,0
Poisson lognormal,5,1000,-3,3,10000,0.8991,0.9074,0.8919,1,1,1,1.74575478626638,1.77925337587313,1.60593672407761,0,0,0
Poisson lognormal,1,1000,0.1,2.2,10000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poisson lognormal,3,1000,0.1,2.2,10000,0.8991,0.8989,0.8379,1,1,1,0.347879217189254,0.348138733414805,0.343667036444406,0,0,0
Poisson lognormal,5,1000,0.1,2.2,10000,0.9007,0.9002,0.5947,1,1,1,0.449230907296497,0.449528835143043,0.44935882050595,0,0,0
Poisson lognormal,1,1000,2.3,0.7,10000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poisson lognormal,3,1000,2.3,0.7,10000,0.8995,0.8987,0.8937,1,1,1,0.166110866309876,0.166059550169484,0.165572746045112,0,0,0
Poisson lognormal,5,1000,2.3,0.7,10000,0.8979,0.8981,0.8645,1,1,1,0.214504031645593,0.214528083331047,0.217283772112945,0,0,0
