Neyman,5,1000,0.1,2.2,10000,0.8693,0.9581,0.9913,0
Neyman,5,1000,2.3,0.7,10000,0.8966,0.9123,0.9702,0.1101
Poisson lognormal,1,30,-3,3,10000,0.9437,0.943556976,0.9948,0.717
Poisson lognormal,1,30,0.1,2.2,10000,0.9017,0.925660682,0.9273,0.6548
Poisson lognormal,1,30,2.3,0.7,10000,0.8983,0.857566766,0.9121,0.6543
Poisson lognormal,1,100,-3,3,10000,0.9346,0.982646203,0.9995,0.6487
Poisson lognormal,1,100,0.1,2.2,10000,0.8991,0.9539,0.946,0.6072
Poisson lognormal,1,100,2.3,0.7,10000,0.9012,0.8916,0.941,0.5984
Poisson lognormal,1,1000,-3,3,10000,0.9096,0.9908,0.9998,0.5703
Poisson lognormal,1,1000,0.1,2.2,10000,0.9016,0.9673,0.9644,0.5516
Poisson lognormal,1,1000,2.3,0.7,10000,0.903,0.9116,0.9539,0.5418
Poisson lognormal,2,30,-3,3,10000,0.7266,0.849075082,0.990377869,0.998797234
Poisson lognormal,2,30,0.1,2.2,10000,0.8991,0.929934377,0.9316,0.9785
Poisson lognormal,2,30,2.3,0.7,10000,0.9005,0.864297419,0.917,0.9818
Poisson lognormal,2,100,-3,3,10000,0.6855,0.963593718,0.9958,0.9819
Poisson lognormal,2,100,0.1,2.2,10000,0.8793,0.9474,0.9601,0.961
Poisson lognormal,2,100,2.3,0.7,10000,0.8959,0.8918,0.9483,0.974
Poisson lognormal,2,1000,-3,3,10000,0.6461,0.9537,0.9988,0.7677
Poisson lognormal,2,1000,0.1,2.2,10000,0.8788,0.9615,0.9783,0.8531
Poisson lognormal,2,1000,2.3,0.7,10000,0.8992,0.91,0.9587,0.9426
Poisson lognormal,3,30,-3,3,10000,0.6793,0.747703339,0.987228867,0.999797284
Poisson lognormal,3,30,0.1,2.2,10000,0.8976,0.933907755,0.9357,0.9648
Poisson lognormal,3,30,2.3,0.7,10000,0.8985,0.867862635,0.9248,0.9778
Poisson lognormal,3,100,-3,3,10000,0.6417,0.951012273,0.9988,0.9846
Poisson lognormal,3,100,0.1,2.2,10000,0.8803,0.9501,0.9671,0.878
